,Day,Hour,Load,U1,U2,U3
131,Tuesday,18,1.707309995016056,0.8226549012085171,1.3890723010894683,0.4938461538461538
132,Wednesday,18,1.6963714543473423,0.8801211257570359,1.4280349478847332,0.4557142857142857
133,Friday,19,1.6989445394267833,0.8094187607903318,1.2682403433476392,0.20923076923076925
134,Monday,19,1.706880997293529,0.9282562823709954,1.3643116540112248,0.15076923076923077
135,Saturday,19,1.638342302329836,0.7164780356800307,1.3818917134367779,0.16923076923076924
136,Sunday,19,1.628159915209862,0.9786111643967005,1.347969626939584,0.2030769230769231
137,Thursday,19,1.7104517724545611,0.9299827354690198,1.3917959722680753,0.18769230769230769
138,Tuesday,19,1.7136440202133634,0.8030884327642434,1.4229943875866622,0.18769230769230769
139,Wednesday,19,1.7012337289545523,0.8127894549340934,1.3990649908031882,0.2
140,Friday,20,1.7010012049788972,0.7369077306733167,1.2788874215912842,0.050769230769230775
141,Monday,20,1.7129248181491272,0.8802033378093228,1.3700066028392208,0.02769230769230769
142,Saturday,20,1.6443482704452113,0.7141760982159985,1.400214592274678,0.03076923076923077
143,Sunday,20,1.6424556334340639,0.8957414156915403,1.391053152855728,0.04461538461538461
144,Thursday,20,1.7093288078279467,0.9412046806061768,1.4113568834598877,0.03538461538461539
145,Tuesday,20,1.7171012371537262,0.8148858622674084,1.4150709805216242,0.03076923076923077
146,Wednesday,20,1.704514299773875,0.8485928037050232,1.3569895769466584,0.03571428571428571
147,Friday,21,1.6930016592117798,0.6643967005563015,1.2801254539451963,0.0
148,Monday,21,1.7112971503195402,0.7895645501630539,1.380406074612083,0.0015384615384615385
149,Saturday,21,1.64668252275896,0.6445424899290236,1.4185374711125784,0.0
150,Sunday,21,1.6503542385605863,0.8393439478227508,1.3754539451964345,0.0
151,Thursday,21,1.7056192392860974,0.9086898139267217,1.4133377352261471,0.0
152,Tuesday,21,1.7163189471891185,0.7723000191828123,1.3865962363816442,0.0
153,Wednesday,21,1.7009525371700391,0.797025293908087,1.3275597792765175,0.0
154,Friday,22,1.6647508974253828,0.6169192403606368,1.3343512710465502,0.0
155,Monday,22,1.6879420096019784,0.6963360828697487,1.350693298118191,0.0
156,Saturday,22,1.6305320202638336,0.5510262804527144,1.4269560911191812,0.0
157,Sunday,22,1.6356673753540807,0.740072894686361,1.3774347969626939,0.0
158,Thursday,22,1.6858853440498647,0.8039516593132553,1.4031858699240674,0.0
159,Tuesday,22,1.6957775268281297,0.6664108958373298,1.2699735886431165,0.0
160,Wednesday,22,1.682358730419093,0.690149625935162,1.3565297363580626,0.0
161,Friday,23,1.640121381120315,0.5826779205831575,1.388329481677121,0.0
162,Monday,23,1.662214763830445,0.6405140993669671,1.3232089798613405,0.0
163,Saturday,23,1.6063062665211438,0.538077882217533,1.4598877517332451,0.0
164,Sunday,23,1.6147726627510108,0.6232495683867255,1.4301749752393529,0.0
165,Thursday,23,1.6618614715883642,0.7300019182812201,1.4101188511059755,0.0
166,Tuesday,23,1.6676024705221786,0.6327450604258584,1.261802575107296,0.0
167,Wednesday,23,1.6628041850710595,0.6260242251514072,1.4158491722869404,0.0
