,Day,Hour,Load,U1,U2,U3
92,Monday,13,1.7919571338746276,0.8345802161263508,1.2174535050071529,0.6844444444444444
93,Saturday,13,1.710143342719411,0.6192851205320034,1.205650929899857,0.7666666666666667
94,Sunday,13,1.705678121326444,0.5278470490440565,1.203862660944206,0.7911111111111111
95,Thursday,13,1.7842204543590585,0.6158042394014962,1.2211641630901287,0.93
96,Tuesday,13,1.7976502911506602,0.7673004987531172,1.121378755364807,0.4175
97,Wednesday,13,1.797322234068728,0.7612219451371571,1.1282188841201717,0.6825
98,Friday,14,1.770155006971213,0.6625623441396509,1.0368830472103006,0.665
99,Monday,14,1.790098143743678,0.8162926018287614,1.2467811158798283,0.5333333333333333
100,Saturday,14,1.7065347148181562,0.6201163757273482,1.2095851216022888,0.5266666666666667
101,Sunday,14,1.7054776419985966,0.49750623441396513,1.1795422031473535,0.7000000000000001
102,Thursday,14,1.7816780119740834,0.5928927680798005,1.2026555793991416,0.9025000000000001
103,Tuesday,14,1.7914787172968096,0.7326995012468828,1.1290236051502145,0.35750000000000004
104,Wednesday,14,1.7937546133027147,0.775716957605985,1.128621244635193,0.58
105,Friday,15,1.7649471007955384,0.6391832917705735,1.0594152360515021,0.49500000000000005
106,Monday,15,1.7929777559073057,0.7040731504571904,1.25,0.30000000000000004
107,Saturday,15,1.7129136025223943,0.57356608478803,1.1834763948497853,0.3577777777777778
108,Sunday,15,1.7119841074569198,0.5178719866999169,1.1698855507868382,0.5355555555555556
109,Thursday,15,1.7855736898220291,0.6041147132169576,1.178513948497854,0.6525
110,Tuesday,15,1.7951078487656853,0.7069825436408977,1.0722907725321889,0.2725
111,Wednesday,15,1.7968301484458296,0.733634663341646,1.1270118025751072,0.385
112,Friday,16,1.7764496022307883,0.6793952618453866,1.1036748927038627,0.28250000000000003
113,Monday,16,1.8118228127249698,0.7335827098919369,1.2149499284692418,0.13333333333333333
114,Saturday,16,1.7345471445364826,0.6467165419783875,1.1888412017167382,0.14222222222222222
115,Sunday,16,1.74063442594567,0.6367414796342478,1.2027896995708156,0.2288888888888889
116,Thursday,16,1.7974862626096941,0.6288965087281795,1.215128755364807,0.245
117,Tuesday,16,1.8112851636184697,0.7462593516209477,1.16362660944206,0.08
118,Wednesday,16,1.814750266546379,0.6546134663341646,1.1266094420600858,0.1575
119,Friday,17,1.7979783482325924,0.7130610972568578,1.1612124463519313,0.0525
120,Monday,17,1.8332011992308885,0.8740648379052369,1.2142346208869812,0.006666666666666666
121,Saturday,17,1.7646919452873688,0.7830423940149625,1.2256795422031475,0.031111111111111114
122,Sunday,17,1.7850861605474908,0.7664172901080631,1.2435622317596566,0.031111111111111114
123,Thursday,17,1.813540556056754,0.7462593516209476,1.267837982832618,0.030000000000000002
124,Tuesday,17,1.8327729024850323,0.8009663341645885,1.1809281115879828,0.0
125,Wednesday,17,1.8407077831542689,0.7158665835411472,1.0799356223175967,0.0175
126,Friday,18,1.7938571311408185,0.6616271820448878,1.1298283261802575,0.0
127,Monday,18,1.8227944995762597,0.8566084788029925,1.2149499284692418,0.0
128,Saturday,18,1.7627782789760973,0.771404821280133,1.2457081545064377,0.0022222222222222222
129,Sunday,18,1.784612300318033,0.8719866999168745,1.2103004291845494,0.0
130,Thursday,18,1.8025916509472648,0.8065773067331671,1.228406652360515,0.0
131,Tuesday,18,1.8258426966292136,0.8388403990024937,1.183744635193133,0.0
132,Wednesday,18,1.8291027638809152,0.7640274314214464,1.1189645922746783,0.0
133,Friday,19,1.7758755023374067,0.5653054862842892,1.100456008583691,0.0
134,Monday,19,1.8054986012010532,0.759351620947631,1.2153075822603718,0.0
135,Saturday,19,1.738593181880314,0.6379883624272652,1.200286123032904,0.0
136,Sunday,19,1.7668060909264878,0.7647547797173732,1.1831187410586552,0.0
137,Thursday,19,1.7828877224637087,0.7766521197007481,1.169662017167382,0.0
138,Tuesday,19,1.8091322890182893,0.7729114713216958,1.183744635193133,0.0
139,Wednesday,19,1.8059542360370704,0.729426433915212,1.1141362660944205,0.0
140,Friday,20,1.7585294841302388,0.5222880299251871,1.1298283261802575,0.0
141,Monday,20,1.7863619380883382,0.7892768079800498,1.2167381974248928,0.0
142,Saturday,20,1.7171236684071918,0.5714879467996675,1.1974248927038627,0.0
143,Sunday,20,1.7455735075680947,0.8113050706566916,1.1283977110157368,0.0
144,Thursday,20,1.7640859509554663,0.7280236907730674,1.1089055793991416,0.0
145,Tuesday,20,1.787234478799311,0.7256857855361596,1.1813304721030042,0.0
