,Season,Day,Hour,U1,U2,U3,Load,Dispatch Cost
12,spring,Friday,12,0.3455704092512102,0.19999999999999973,1.096923076923077,1.6424934861742868,405.0714520942025
13,spring,Friday,13,0.43125652171170126,0.19999999999999973,1.0092307692307692,1.6404872909424701,405.0714520942025
14,spring,Friday,14,0.40202310278911635,0.19999999999999973,1.0338461538461539,1.63586925663527,405.0714520942025
15,spring,Friday,15,0.4708718116952353,0.19999999999999973,0.9584615384615385,1.6293333501567735,405.0714520942025
16,spring,Friday,16,0.5753997564807047,0.19999999999999973,0.8553846153846154,1.6307843718653199,405.0714520942025
17,spring,Friday,17,0.7753997564807054,0.289076708578061,0.5615384615384615,1.626014926597228,405.0714520942025
18,spring,Friday,18,0.975399756480706,0.3360923354509824,0.30000000000000004,1.6114920919316884,405.0714520942025
19,spring,Friday,19,1.1753997564807066,0.34268426398500806,0.08769230769230771,1.6057763281580224,405.0714520942025
20,spring,Friday,20,1.3753997564807072,0.21660612331160722,0.013846153846153845,1.6058520336384683,405.0714520942025
21,spring,Friday,21,1.395177560895596,0.19999999999999973,0.0,1.5951775608955958,405.0714520942025
22,spring,Friday,22,1.370018106227407,0.19999999999999973,0.0,1.5700181062274068,405.0714520942025
23,spring,Friday,23,1.334095855755825,0.19999999999999973,0.0,1.5340958557558246,405.0714520942025
0,spring,Saturday,0,0.9000000000000001,0.6030313736128547,0.0,1.5030313736128549,387.83994978203134
1,spring,Saturday,1,1.1000000000000008,0.3854929373095528,0.0,1.4854929373095536,387.83994978203134
2,spring,Saturday,2,1.2754745787305457,0.19999999999999973,0.0,1.4754745787305454,387.83994978203134
3,spring,Saturday,3,1.271436953106764,0.19999999999999973,0.0,1.4714369531067637,387.83994978203134
4,spring,Saturday,4,1.2728879748153104,0.19999999999999973,0.0,1.47288797481531,387.83994978203134
5,spring,Saturday,5,1.2792850879129893,0.19999999999999973,0.0,1.479285087912989,387.83994978203134
6,spring,Saturday,6,1.2756113532985511,0.19999999999999973,0.01846153846153846,1.4940728917600894,387.83994978203134
7,spring,Saturday,7,1.0901595493000407,0.32931253114964987,0.1,1.5194720804496906,387.83994978203134
8,spring,Saturday,8,0.8901595493000407,0.327615971332857,0.33384615384615385,1.5516216744790516,387.83994978203134
9,spring,Saturday,9,0.6901595493000401,0.19999999999999973,0.6846153846153846,1.5747749339154244,387.83994978203134
10,spring,Saturday,10,0.5077323054211436,0.19999999999999973,0.8784615384615384,1.5861938438826817,387.83994978203134
11,spring,Saturday,11,0.3483009797550931,0.19999999999999973,1.04,1.5883009797550929,387.83994978203134
12,spring,Saturday,12,0.2227240093622449,0.19999999999999973,1.16,1.5827240093622446,387.83994978203134
13,spring,Saturday,13,0.37694250799639173,0.19999999999999973,0.9953846153846153,1.5723271233810068,387.83994978203134
14,spring,Saturday,14,0.2828674712476895,0.19999999999999973,1.0861538461538462,1.5690213174015355,387.83994978203134
15,spring,Saturday,15,0.42778391132364746,0.19999999999999973,0.9384615384615385,1.5662454497851857,387.83994978203134
16,spring,Saturday,16,0.5878396810275759,0.19999999999999973,0.7876923076923077,1.5755319887198833,387.83994978203134
17,spring,Saturday,17,0.7878396810275772,0.23847945542524251,0.5584615384615385,1.5847806749143583,387.83994978203134
18,spring,Saturday,18,0.9878396810275771,0.31453103609258637,0.28,1.5823707171201635,387.83994978203134
19,spring,Saturday,19,1.1878396810275778,0.3088783602192915,0.08,1.5767180412468693,387.83994978203134
20,spring,Saturday,20,1.3708922521749556,0.19999999999999973,0.006153846153846154,1.5770460983288015,387.83994978203134
21,spring,Saturday,21,1.3691601107823534,0.19999999999999973,0.0,1.5691601107823532,387.83994978203134
22,spring,Saturday,22,1.3500066242295392,0.19999999999999973,0.0,1.550006624229539,387.83994978203134
23,spring,Saturday,23,1.3163681557514086,0.19999999999999973,0.0,1.5163681557514084,387.83994978203134
